Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Target
3,0,4,9,0.8128421052631579
8,1,5,6,0.9261290322580644
6,0,7,6,0.8485714285714285
5,1,4,8,0.7379999999999999
4,1,6,7,0.7842857142857143
8,1,6,2,0.8846808510638298
8,0,6,1,0.853448275862069
1,0,7,0,0.5739130434782609
9,0,6,9,0.9693749999999999
5,1,9,5,0.857319587628866
4,1,4,3,0.8001369863013699
6,0,9,2,0.7284905660377359
6,1,6,1,0.7952459016393443
2,1,4,1,0.7037349397590361
8,0,9,3,0.86625
7,0,7,0,0.89
1,1,5,5,0.7374489795918366
5,1,9,9,0.7333333333333334
6,0,8,4,0.8787640449438202
4,0,6,9,0.8420689655172414
2,1,8,8,0.6832394366197183
4,1,5,1,0.6663461538461537
1,1,7,8,0.6435
7,0,9,8,0.93375
2,1,7,9,0.7017721518987342
2,1,5,8,0.6325000000000001
9,1,8,9,0.9796874999999999
5,1,9,9,0.8777319587628866
2,1,6,3,0.5850000000000001
9,1,4,4,0.9364864864864864
9,0,7,7,0.9179999999999999
1,0,5,7,0.605820895522388
3,0,9,0,0.7187671232876713
4,1,8,9,0.8173255813953487
7,0,6,0,0.76725
4,1,8,9,0.779625
2,1,6,5,0.6941379310344827
7,1,9,6,0.9192857142857143
6,1,4,1,0.8316
3,1,4,1,0.7514457831325302
6,0,5,4,0.7974999999999999
6,0,5,8,0.8524999999999999
5,0,6,4,0.7742307692307693
4,1,6,7,0.6947368421052631
1,0,6,7,0.6227419354838709
6,1,6,4,0.89
2,0,9,7,0.6387096774193548
3,0,9,7,0.6416666666666667
8,0,4,4,0.8376923076923077
6,0,5,4,0.8608695652173912
3,0,5,3,0.69609375
7,0,7,0,0.8957142857142857
4,1,5,8,0.6839999999999999
9,1,5,1,0.9265384615384615
5,1,8,0,0.8193103448275861
3,1,8,5,0.8014285714285715
2,1,7,4,0.5043396226415094
2,0,6,0,0.5833928571428572
3,1,7,6,0.5435294117647059
2,1,7,6,0.6697058823529413
4,1,4,2,0.7250704225352114
2,1,9,7,0.7503157894736842
9,1,5,5,0.9114285714285714
2,1,4,3,0.7506593406593406
9,1,9,9,1.028076923076923
6,1,5,9,0.8857894736842106
1,1,7,9,0.5537288135593221
4,0,5,2,0.6050000000000001
1,1,6,0,0.6982105263157895
6,1,6,1,0.8608695652173913
4,0,7,1,0.5755813953488372
3,0,8,4,0.8090322580645161
3,1,6,3,0.7187671232876713
9,1,7,1,0.9308955223880596
6,1,4,8,0.8342696629213483
9,0,8,6,0.9175609756097561
5,1,6,7,0.8146875
2,0,7,7,0.7252325581395348
8,0,7,1,0.8608695652173912
5,0,4,4,0.7463076923076923
2,0,4,2,0.7260000000000001
4,0,8,9,0.8173255813953487
9,1,9,8,1.0052307692307694
4,1,6,8,0.6879661016949152
4,0,7,5,0.8188888888888889
2,0,8,3,0.6797014925373135
6,0,8,7,0.8962105263157895
2,0,4,4,0.6208474576271187
7,1,7,2,0.8315999999999999
3,0,5,7,0.7858762886597939
3,0,9,5,0.6465306122448979
5,1,9,4,0.7504838709677418
3,1,4,0,0.7034210526315791
2,1,7,2,0.7424999999999999
9,1,8,6,0.9682417582417582
2,0,9,2,0.580344827586207
2,0,8,0,0.6953571428571428
8,0,6,7,0.903157894736842
9,0,5,6,0.9450000000000001
7,0,4,4,0.855
3,0,9,9,0.66
9,0,6,4,0.9495918367346938
3,0,6,5,0.3621951219512195
5,0,5,6,0.77
9,1,4,2,0.9514285714285714
3,0,4,3,0.6649253731343283
7,1,8,0,0.9013432835820895
1,1,4,6,0.7209782608695653
4,1,6,9,0.7542857142857142
4,1,8,1,0.8120224719101123
7,0,4,6,0.8630769230769232
8,1,5,5,0.796829268292683
1,1,6,3,0.6988235294117647
5,0,7,1,0.675
7,1,5,6,0.9121348314606741
4,0,5,6,0.6534
4,0,4,4,0.5657142857142857
4,0,8,8,0.7726829268292683
6,0,8,2,0.8889795918367347
7,1,6,8,0.8451219512195122
2,0,4,4,0.55
5,1,8,1,0.7615384615384615
4,1,9,8,0.8167500000000001
3,0,7,0,0.6773684210526316
7,1,9,0,0.8393478260869566
6,0,4,6,0.7550847457627119
7,1,4,2,0.8679452054794521
5,1,8,7,0.882972972972973
6,1,5,6,0.8272602739726027
5,1,4,6,0.8178260869565218
7,0,5,0,0.7952459016393443
2,0,6,0,0.6081428571428571
5,1,6,1,0.7185483870967742
6,1,8,1,0.8363793103448276
6,1,6,4,0.6216279069767442
5,1,9,8,0.7857142857142857
7,0,9,6,0.872542372881356
8,1,9,1,0.9138461538461539
7,1,8,4,0.9161194029850745
5,1,8,4,0.8516129032258064
1,0,9,7,0.6726923076923077
5,1,5,8,0.7425
2,0,9,7,0.631551724137931
5,0,5,1,0.8196774193548387
5,1,6,3,0.8306896551724138
2,1,5,1,0.6154054054054054
5,1,4,5,0.7529577464788734
4,0,7,3,0.805813953488372
1,0,4,6,0.6988235294117647
3,1,4,1,0.7712790697674419
1,0,8,8,0.6755294117647058
5,1,7,4,0.7996153846153846
4,1,8,0,0.8559374999999999
7,1,5,2,0.8562162162162162
5,1,9,3,0.8178260869565216
4,1,5,2,0.7955357142857143
2,1,7,5,0.7455555555555555
4,0,6,5,0.7827906976744187
2,0,5,9,0.6551470588235294
8,0,4,6,0.8580000000000001
3,1,7,8,0.77
9,1,7,9,0.9723214285714287
4,1,5,8,0.6717857142857143
6,0,5,6,0.7471698113207548
5,1,8,0,0.77
1,0,8,2,0.7631249999999999
9,1,4,4,0.956629213483146
1,0,7,9,0.7424999999999999
8,1,6,5,0.9378947368421053
9,1,6,5,0.9649367088607594
9,0,7,4,0.9646153846153847
1,0,4,5,0.7056382978723404
2,0,8,8,0.7250704225352114
1,1,8,0,0.6864
2,0,8,0,0.7452808988764045
8,0,6,8,0.8597368421052632
5,1,6,7,0.8420689655172414
7,1,4,8,0.7471698113207548
2,0,6,6,0.66
8,1,5,9,0.9798979591836734
6,0,6,5,0.8193103448275861
8,0,8,8,0.9192857142857143
1,0,4,1,0.6638823529411765
1,1,7,3,0.391875
7,0,7,1,0.8742857142857143
8,0,4,5,0.8485714285714285
3,1,5,0,0.580344827586207
5,0,7,6,0.7991566265060241
1,0,8,6,0.3453488372093023
7,0,7,6,0.9444827586206896
5,1,7,3,0.8559374999999999
8,0,8,7,0.9107999999999999
8,1,6,4,0.9250819672131148
9,1,5,1,0.9669767441860464
7,0,8,4,0.9016071428571429
1,0,8,9,0.505531914893617
3,1,9,8,0.7454117647058824
8,0,4,9,0.9495918367346938
3,0,5,0,0.678082191780822
8,1,6,1,0.8117999999999999
1,0,9,9,0.6364285714285715
5,0,8,7,0.7325999999999999
4,1,9,4,0.781578947368421
5,0,6,8,0.8516129032258064
8,1,9,5,0.979578947368421
4,1,9,7,0.7971428571428572
4,0,9,0,0.7855434782608696
3,1,8,8,0.7095
7,0,8,8,0.9084705882352941
3,0,4,2,0.7317391304347826
3,1,7,0,0.48489795918367345
5,1,5,7,0.7006153846153846
5,1,4,7,0.765
6,1,6,8,0.7372340425531915
8,1,9,5,0.951923076923077
6,1,8,8,0.8004255319148936
1,0,9,9,0.79
8,0,8,8,0.8846808510638298
8,1,5,3,0.9373404255319149
9,0,4,4,0.895068493150685
9,1,4,5,1.010204081632653
2,1,6,5,0.612
2,0,4,9,0.730125
3,0,4,1,0.5330769230769231
1,1,7,3,0.6227419354838709
4,1,5,8,0.6988235294117647
4,1,9,6,0.78
9,0,4,8,0.9250819672131148
9,1,6,5,0.9202816901408452
9,1,9,6,0.9796874999999999
7,0,8,8,0.88875
2,0,4,3,0.63
5,0,4,8,0.5553658536585366
4,1,9,2,0.7896428571428572
8,1,8,7,0.88
2,0,7,2,0.6549230769230769
6,1,5,2,0.8274626865671643
5,1,7,2,0.7339655172413793
2,0,6,8,0.6640243902439025
1,0,9,9,0.36000000000000004
8,1,4,2,0.89375
2,0,7,5,0.6376271186440678
7,0,5,3,0.8178260869565216
9,1,6,1,0.9782142857142856
9,1,7,2,0.99
8,1,4,4,0.9128571428571428
9,1,5,9,0.9900000000000001
2,1,4,3,0.6798795180722891
6,1,4,4,0.56925
4,0,6,0,0.6364285714285715
4,0,5,3,0.7570588235294118
5,0,8,9,0.8224615384615385
3,1,4,2,0.7071428571428572
1,1,5,1,0.484468085106383
8,1,4,6,0.9296341463414635
5,1,7,9,0.8384693877551019
3,1,7,8,0.7687058823529412
7,0,5,0,0.8004255319148936
7,1,6,6,0.8695945945945945
1,0,8,0,0.6853846153846155
9,1,7,4,0.9604477611940299
2,0,6,0,0.7480000000000001
5,0,8,2,0.7137209302325581
5,0,7,7,0.8559374999999999
8,0,8,3,0.8819999999999999
8,0,9,0,0.8567307692307692
7,0,4,0,0.7718644067796611
7,0,5,7,0.935
6,1,7,7,0.7425
6,1,7,3,0.8741489361702127
9,0,4,3,0.9248684210526316
6,1,7,9,0.8222033898305086
2,1,7,1,0.6128571428571429
2,0,9,1,0.6732
5,1,7,5,0.7730136986301369
4,0,7,7,0.8267010309278351
2,1,7,6,0.7660714285714286
3,0,6,6,0.7510344827586207
7,1,7,2,0.9154838709677419
8,0,4,1,0.895068493150685
6,1,9,9,0.853448275862069
5,1,7,6,0.8132142857142858
1,1,8,3,0.45000000000000007
8,0,9,0,0.8971874999999999
3,0,9,0,0.6599999999999999
6,1,8,3,0.91
3,1,4,4,0.8109574468085107
7,0,6,4,0.8931521739130435
7,1,4,0,0.8787640449438202
9,1,6,2,1.053191489361702
5,0,5,5,0.765
8,0,8,9,0.8983333333333334
8,1,9,6,0.9310714285714285
1,0,9,0,0.495
5,1,9,7,0.7559999999999999
3,1,8,3,0.6816393442622951
1,0,8,8,0.5872881355932204
4,1,6,5,0.5901923076923077
8,0,9,0,0.8389830508474577
3,0,4,1,0.4346341463414634
2,1,6,2,0.6689189189189189
9,0,9,1,0.9439534883720929
5,1,8,9,0.8214893617021277
7,0,8,6,0.9046551724137931
2,1,8,0,0.7660714285714286
9,0,9,8,0.9900000000000001
9,1,8,1,0.959381443298969
4,1,5,3,0.8409677419354838
4,0,8,7,0.5940000000000001
6,1,9,2,0.8032075471698114
6,1,6,8,0.6906976744186046
1,1,8,6,0.6004918032786886
9,1,7,9,0.9900000000000001
2,1,5,2,0.7161702127659575
5,1,9,2,0.8123076923076924
9,0,8,4,0.9636
4,0,7,4,0.7187671232876713
3,0,9,9,0.6900000000000001
7,0,6,4,0.796304347826087
6,1,5,8,0.6835714285714285
8,1,8,8,0.9209302325581395
3,0,6,5,0.715
5,1,9,6,0.7002439024390243
4,0,7,9,0.8555555555555554
4,1,9,7,0.72
4,1,9,8,0.75796875
8,0,5,5,0.92
6,1,8,7,0.8433333333333334
3,0,6,1,0.66
5,0,5,9,0.7516666666666667
6,0,7,7,0.8485714285714285
5,1,8,1,0.7658490566037736
6,1,5,7,0.8835483870967741
8,0,7,1,0.8032075471698114
7,1,7,2,0.792
5,0,6,6,0.709811320754717
6,0,9,8,0.8308928571428571
4,1,7,2,0.6947368421052631
9,0,7,4,0.99
4,1,9,8,0.8360000000000001
1,1,4,6,0.5480357142857143
7,1,7,1,0.7919999999999999
7,0,8,4,0.8897468354430379
4,0,5,4,0.7488461538461538
3,1,9,8,0.7506593406593406
8,1,9,1,0.8784507042253522
5,0,9,0,0.87
7,1,8,3,0.9184337349397591
4,1,9,3,0.639375
4,0,8,0,0.705
8,0,6,9,0.9084705882352941
8,0,4,6,0.9356043956043956
2,1,9,1,0.6599999999999999
2,0,4,8,0.48489795918367345
3,0,9,6,0.6894642857142858
3,0,8,6,0.79875
1,0,5,0,0.675
3,0,4,8,0.7128000000000001
6,0,4,9,0.7955357142857143
8,0,8,8,0.8857894736842105
6,1,4,1,0.8485714285714285
5,0,6,9,0.7664516129032257
4,1,8,8,0.8001369863013699
3,1,4,1,0.5897872340425533
4,0,4,1,0.6663461538461537
7,1,4,7,0.878225806451613
1,0,8,2,0.7115624999999999
7,1,5,2,0.9261290322580644
1,0,7,6,0.536949152542373
2,1,9,9,0.6004918032786886
4,0,4,5,0.7597674418604651
1,0,7,6,0.718021978021978
9,1,7,5,0.8941935483870969
6,1,4,8,0.86625
1,0,4,1,0.6421621621621622
1,1,9,7,0.40071428571428575
6,0,7,5,0.8001369863013699
4,1,5,3,0.77
4,0,7,5,0.7687058823529412
6,1,5,5,0.7248214285714285
7,0,6,9,0.8957142857142857
9,1,5,2,0.9217241379310346
5,0,9,7,0.8178260869565216
9,1,8,4,0.99
4,0,4,9,0.6966666666666668
2,1,6,3,0.7374489795918366
3,1,7,1,0.7424999999999999
1,0,5,9,0.5230188679245283
6,1,6,0,0.6760975609756098
6,1,8,6,0.8503846153846155
1,0,5,9,0.6975
3,0,9,2,0.6252631578947367
5,0,7,2,0.7260000000000001
3,0,7,2,0.7475510204081632
3,1,5,9,0.7250704225352114
3,1,8,2,0.627
5,1,4,1,0.7769620253164556
5,0,4,5,0.7388059701492538
4,1,7,9,0.72
1,1,8,2,0.3621951219512195
5,0,7,0,0.70125
5,1,4,9,0.6659999999999999
4,1,7,8,0.7488461538461538
6,0,5,5,0.7465573770491803
4,1,9,5,0.8128421052631579
7,0,5,9,0.8934146341463415
7,0,9,8,0.8979069767441861
2,1,8,1,0.5140384615384616
3,1,4,9,0.7711578947368422
1,1,8,8,0.3621951219512195
8,0,8,2,0.8592452830188679
9,0,4,2,0.9378947368421053
4,1,6,2,0.7457142857142857
6,1,6,0,0.8043750000000001
9,0,7,9,0.9604477611940299
6,1,6,6,0.7747826086956522
9,1,5,9,0.903157894736842
4,0,9,6,0.8232631578947369
8,1,8,1,0.91575
9,1,7,5,0.9794680851063831
4,1,8,3,0.7524
5,1,4,6,0.8043750000000001
8,0,6,6,0.9107999999999999
6,0,4,3,0.8468674698795181
7,0,7,2,0.7137209302325581
3,0,9,6,0.804375
7,1,5,8,0.8608695652173912
8,1,6,3,0.9114285714285714
6,1,4,5,0.7718644067796611
9,1,9,6,1.013294117647059
6,0,6,9,0.8441052631578948
9,1,8,2,0.9758571428571428
4,1,5,4,0.7228571428571429
8,0,9,0,0.8823913043478261
4,0,6,5,0.7615384615384615
2,0,5,4,0.4569230769230769
9,1,9,6,1.0325806451612902
5,0,8,8,0.7372340425531915
4,1,8,3,0.8636170212765957
2,1,4,8,0.54
1,0,7,5,0.7037349397590361
7,0,4,4,0.7996153846153845
6,0,5,1,0.815294117647059
2,1,4,0,0.5033898305084746
8,1,9,7,0.9152830188679245
4,1,6,5,0.7808450704225354
8,0,9,6,0.98
7,1,4,5,0.8787640449438202
5,1,7,9,0.81
8,1,9,6,0.9691578947368422
9,1,9,8,0.97453125
5,0,9,4,0.8268131868131868
5,1,7,0,0.6216279069767442
2,0,9,0,0.5774999999999999
5,0,5,8,0.6773684210526315
3,1,8,4,0.7488461538461538
7,1,7,1,0.9166666666666667
5,0,5,2,0.8285869565217392
8,1,7,0,0.8999999999999999
1,0,7,5,0.7055172413793104
3,1,8,5,0.7724175824175824
3,1,6,2,0.6128571428571429
9,0,5,2,0.8636170212765957
5,1,7,6,0.7535820895522388
9,0,7,0,0.858
9,0,4,4,0.8819999999999999
1,1,9,2,0.76
2,0,6,4,0.7558064516129032
5,1,8,3,0.7559999999999999
4,1,5,5,0.8027027027027026
9,1,7,8,0.9369642857142858
7,0,9,1,0.8250000000000001
6,1,5,9,0.8765624999999999
7,1,8,7,0.9364864864864864
1,0,6,1,0.6853846153846154
1,0,4,3,0.6114705882352941
8,0,6,8,0.9265384615384615
2,0,4,3,0.6078947368421052
9,1,5,6,0.9317647058823529
7,1,6,4,0.8363793103448276
6,1,6,1,0.853448275862069
1,1,6,7,0.5680327868852459
1,0,8,9,0.7071428571428571
2,0,5,9,0.7398947368421053
6,1,4,1,0.8325
6,0,6,2,0.8376923076923076
2,0,5,9,0.55
1,0,9,6,0.32175000000000004
5,0,8,4,0.6278048780487805
5,0,8,9,0.7372340425531915
2,1,9,2,0.6491803278688525
6,1,5,1,0.85078125
9,0,4,5,0.8934146341463415
2,0,5,9,0.7040000000000001
2,1,5,0,0.474375
3,1,7,7,0.556875
7,0,8,4,0.7996153846153845
6,0,4,4,0.7480000000000001
8,0,7,1,0.9039130434782608
8,1,9,6,0.9166666666666667
6,0,5,4,0.8250000000000001
3,0,9,7,0.796304347826087
3,0,8,4,0.7150000000000001
1,0,7,8,0.7007865168539326
7,0,7,4,0.7747826086956522
5,0,4,2,0.857319587628866
4,0,5,1,0.594
4,0,4,4,0.7518987341772151
4,1,7,9,0.7842857142857143
6,1,7,9,0.8772151898734176
8,1,4,4,0.7726829268292683
8,0,7,5,0.9570000000000001
5,1,6,1,0.8193103448275861
6,1,8,4,0.8630769230769232
4,1,5,0,0.5859183673469387
9,1,8,2,0.9303614457831326
8,1,5,2,0.7955357142857143
1,0,7,2,0.43043478260869567
2,1,4,2,0.7025806451612903
9,0,4,7,0.9649367088607594
8,0,7,0,0.9138461538461539
3,1,5,5,0.5986046511627907
8,0,7,5,0.8963513513513514
1,1,5,0,0.7370000000000001
4,0,7,0,0.7827906976744187
3,0,7,2,0.7392000000000001
6,1,7,7,0.8627142857142857
7,0,4,5,0.7734374999999999
4,0,5,3,0.8415
7,0,9,4,0.8948076923076922
9,0,7,9,0.9726315789473684
2,0,8,2,0.66
3,0,8,5,0.7737931034482759
5,0,4,5,0.6435000000000001
3,0,6,5,0.7260000000000001
8,1,9,8,0.93438202247191
8,0,4,9,0.8425531914893617
8,1,6,7,0.9247252747252747
9,1,4,5,0.9672413793103448
4,0,8,1,0.66
5,0,7,3,0.8209756097560976
5,1,5,5,0.805054945054945
8,1,7,8,0.9684782608695652
7,1,8,1,0.8823913043478261
9,0,5,5,0.9404999999999999
8,0,6,9,0.915
2,0,6,9,0.6486206896551724
4,1,8,9,0.734516129032258
6,0,5,6,0.8800000000000001
2,0,7,7,0.7452808988764045
7,0,8,8,0.924
3,0,6,4,0.7002439024390243
3,1,8,8,0.7358108108108108
2,0,7,8,0.7143037974683544
8,0,4,6,0.9464835164835165
6,1,9,1,0.8800000000000001
1,0,9,7,0.66
1,1,9,4,0.7282758620689656
7,1,4,7,0.7425
8,0,7,1,0.9029670329670328
5,1,5,6,0.8167500000000001
5,0,8,4,0.6951063829787234
4,1,7,3,0.6137999999999999
6,1,4,9,0.72
6,0,6,5,0.8376923076923077
3,1,9,4,0.7712790697674419
9,0,9,5,1.0057142857142858
7,0,7,8,0.858
1,0,9,0,0.7397802197802198
7,0,9,0,0.9261290322580644
5,1,7,5,0.81
5,0,7,1,0.8357142857142857
2,1,4,7,0.7482558139534884
4,0,4,6,0.505531914893617
6,1,9,5,0.7532608695652173
7,1,7,3,0.8209756097560976
5,1,7,8,0.8178260869565216
9,1,9,6,1.028076923076923
3,0,5,6,0.6706451612903225
1,0,6,4,0.5677941176470589
4,1,8,0,0.7971428571428572
9,1,8,1,0.9248684210526316
4,0,9,7,0.7047457627118644
2,1,8,4,0.715
5,1,4,1,0.7861764705882354
3,0,4,4,0.7564044943820225
9,1,5,7,0.9166666666666667
4,1,9,3,0.734516129032258
6,0,4,2,0.8311111111111111
2,1,9,4,0.44785714285714284
6,0,9,6,0.8857894736842107
3,0,7,1,0.7711578947368422
9,0,6,0,0.9172058823529412
2,0,6,4,0.7071428571428571
9,1,9,6,0.99
5,0,6,7,0.7627868852459017
8,0,6,7,0.9361956521739131
2,1,8,9,0.6551470588235294
6,0,8,8,0.7485365853658537
3,1,7,0,0.754875
5,0,5,6,0.82125
8,0,4,9,0.9293877551020409
1,0,4,7,0.7230337078651685
5,0,8,5,0.8132142857142857
3,1,9,9,0.49500000000000005
4,1,6,3,0.7872289156626506
2,1,7,6,0.6376271186440678
9,0,5,2,0.8812087912087913
3,0,8,1,0.6435
2,0,9,5,0.6903947368421054
9,1,7,1,0.9268085106382978
7,0,9,5,0.87
6,1,7,9,0.9094186046511628
1,1,8,2,0.7576530612244897
5,1,7,1,0.7893243243243242
3,0,6,7,0.506
1,0,7,3,0.74
4,0,5,3,0.7660714285714286
2,0,7,6,0.7156626506024096
2,1,4,7,0.5462068965517242
3,1,7,8,0.6599999999999999
8,0,9,9,0.9483157894736843
8,0,8,7,0.8415
7,0,4,3,0.7115625
6,1,8,1,0.8250000000000001
9,0,9,9,0.9254347826086956
4,1,5,4,0.7991566265060241
1,1,6,6,0.6844444444444445
8,1,5,1,0.8444117647058823
7,1,4,3,0.8485714285714285
7,1,9,5,0.9184337349397591
3,1,9,7,0.8330487804878048
4,1,6,9,0.7919999999999999
9,0,7,5,0.8875862068965518
6,0,4,5,0.792
5,0,6,5,0.75796875
3,1,8,3,0.7071428571428572
9,1,6,2,0.99
5,0,8,0,0.7215254237288136
5,1,8,1,0.6869387755102041
4,1,9,1,0.7424999999999999
4,1,6,9,0.75
1,1,9,6,0.5330769230769231
7,1,9,5,0.891
9,1,5,7,0.9175609756097561
3,1,5,8,0.7564044943820225
2,1,9,4,0.6765
3,1,9,2,0.72875
1,1,8,3,0.5657142857142857
6,1,9,7,0.8608695652173913
7,1,4,2,0.870722891566265
2,0,6,1,0.721111111111111
8,1,4,6,0.9086301369863015
6,1,5,3,0.91
4,0,4,7,0.70125
5,0,7,0,0.5553658536585366
8,0,7,7,0.9057446808510639
3,1,5,4,0.7607368421052632
3,1,4,1,0.7030434782608695
4,0,6,0,0.6978688524590164
1,0,5,5,0.7104705882352941
9,0,7,8,0.891
8,1,5,8,0.8952127659574468
8,1,4,8,0.9054878048780488
6,0,4,3,0.7778571428571429
7,1,4,5,0.8712000000000001
6,1,8,9,0.8567307692307692
9,0,4,5,0.8608695652173913
3,0,9,4,0.6839999999999999
3,0,7,1,0.6875
3,1,7,6,0.7896428571428572
3,1,8,0,0.51975
9,1,7,5,1.0098
4,1,7,4,0.55
7,1,5,4,0.8893220338983052
9,0,4,7,0.9498648648648648
7,1,9,8,0.9184337349397591
9,1,9,6,0.9769736842105263
3,0,5,9,0.7424999999999999
4,0,9,7,0.7463076923076923
8,0,5,1,0.8879381443298969
6,0,9,1,0.7764705882352941
5,1,7,7,0.8034782608695652
4,1,6,5,0.7240298507462686
8,0,4,7,0.885
1,1,6,8,0.721111111111111
9,0,7,8,0.9217241379310346
1,1,8,5,0.38250000000000006
8,1,5,7,0.9185567010309279
4,1,9,1,0.5175000000000001
9,0,9,7,1.01475
5,0,7,2,0.735
3,1,9,0,0.7388059701492538
9,1,7,6,0.9138461538461538
9,0,6,0,0.9
4,0,8,0,0.805054945054945
4,1,5,0,0.79875
8,1,9,3,0.9411111111111111
2,0,8,3,0.561
9,1,8,9,0.96525
6,0,8,5,0.9048387096774193
9,0,4,9,0.9456716417910448
8,1,8,2,0.99
7,1,7,9,0.9287628865979382
1,1,4,5,0.7450515463917525
3,0,4,6,0.6233333333333334
2,0,8,0,0.7372340425531915
5,0,9,5,0.7425
5,1,9,9,0.8376923076923077
5,1,9,0,0.7550847457627119
4,0,9,6,0.75796875
5,0,7,9,0.7044230769230768
3,1,9,4,0.7562500000000001
1,0,5,9,0.5878125
5,1,8,3,0.7372340425531915
9,1,4,0,0.9225
9,0,5,8,0.9460000000000001
4,0,9,6,0.734516129032258
3,0,5,1,0.7506593406593406
1,0,4,3,0.5308695652173913
2,0,9,3,0.5790566037735849
8,1,5,7,0.9580645161290322
1,0,7,1,0.5269354838709678
8,1,7,4,0.8712
7,0,8,9,0.8768571428571429
8,0,8,7,0.902
6,0,5,5,0.7524
9,0,4,3,0.8567307692307692
3,0,7,4,0.66
4,0,6,1,0.7664516129032257
6,1,8,4,0.7002439024390243
8,0,7,2,0.8931521739130435
5,0,9,2,0.816081081081081
3,0,5,6,0.7898936170212766
6,0,7,2,0.8316
4,1,7,3,0.6364285714285715
9,1,5,6,0.9161194029850745
3,1,8,2,0.7240298507462686
4,1,8,9,0.7465573770491803
7,1,6,9,0.887142857142857
7,1,6,1,0.7532608695652173
4,0,8,9,0.6966666666666668
6,0,8,6,0.8645070422535212
3,1,8,4,0.594
6,0,8,0,0.8171428571428572
2,0,7,9,0.3771428571428571
8,0,6,7,0.9469565217391304
2,0,5,2,0.44000000000000006
7,0,4,6,0.8777319587628866
9,1,5,5,0.9175609756097561
1,1,9,9,0.560377358490566
8,1,4,5,0.878625
7,1,7,7,0.8510526315789473
6,1,9,3,0.8690000000000001
6,1,6,3,0.8230120481927711
6,0,4,2,0.792
9,1,8,0,0.8948076923076922
2,0,9,9,0.6244615384615384
1,0,7,2,0.6918072289156626
6,1,4,0,0.7376470588235294
8,1,8,5,0.903157894736842
3,1,9,7,0.515625
1,0,7,2,0.6975
9,1,9,3,0.99
1,1,4,4,0.7168965517241379
3,1,8,6,0.81
8,0,6,5,0.9039130434782608
3,1,7,1,0.7711578947368422
4,1,4,6,0.7644303797468354
8,0,8,7,0.9296341463414635
1,0,6,0,0.5657142857142857
6,0,9,5,0.8815068493150685
1,1,8,8,0.484468085106383
1,1,6,6,0.7156626506024096
8,0,4,4,0.8931521739130435
4,1,8,9,0.77
1,0,8,9,0.5908064516129032
7,0,5,8,0.8186538461538461
5,0,7,1,0.8090322580645161
5,0,8,6,0.8931521739130435
1,0,6,8,0.70875
6,1,7,1,0.7284905660377359
9,1,4,9,0.8966037735849056
9,1,7,5,0.954
8,1,5,8,0.9450000000000001
5,0,4,2,0.8099999999999999
1,1,8,7,0.7450515463917525
9,0,9,4,0.99
1,0,4,6,0.66
8,1,4,2,0.8833846153846153
5,1,5,7,0.7615384615384615
3,0,6,1,0.4455
7,1,4,7,0.8645070422535212
7,1,6,1,0.8971874999999999
9,1,7,6,0.9716666666666668
7,1,9,1,0.9464835164835165
3,0,5,6,0.6104999999999999
1,0,8,0,0.5384210526315789
8,1,4,5,0.9039130434782608
3,0,9,9,0.81
8,0,9,6,0.9695876288659794
8,1,6,3,0.8567307692307692
5,1,4,0,0.7542857142857142
1,0,9,5,0.6743478260869564
7,0,5,3,0.7485365853658537
5,0,8,2,0.7339655172413793
8,1,7,3,0.9439534883720929
9,0,7,5,0.9542168674698797
7,0,6,4,0.8748837209302325
7,1,9,1,0.8817187499999999
1,0,7,1,0.7119101123595506
4,1,6,2,0.6537735849056603
2,1,8,5,0.528
2,0,4,0,0.5823529411764706
2,1,5,6,0.6376271186440678
4,1,8,7,0.7185483870967742
1,0,8,6,0.6313043478260869
4,1,7,2,0.7604347826086957
2,0,7,5,0.6814285714285715
5,1,5,3,0.857319587628866
3,1,4,4,0.6743478260869564
8,0,8,2,0.9405
4,0,9,4,0.8178260869565216
1,0,7,5,0.7321875
1,1,8,7,0.7552577319587629
3,0,4,5,0.7128000000000001
9,1,6,8,0.9450000000000001
7,0,4,9,0.8408219178082192
2,1,8,9,0.6299999999999999
9,0,8,9,0.9742857142857143
2,1,5,9,0.560377358490566
3,0,8,3,0.7158461538461538
2,1,7,1,0.526595744680851
3,1,9,8,0.7471698113207548
6,1,5,2,0.792
9,1,8,6,0.9175609756097561
9,0,4,3,0.9786206896551723
7,1,8,0,0.8748837209302325
3,0,4,7,0.42075
4,1,4,3,0.7898936170212766
6,0,8,5,0.8054237288135594
5,1,4,6,0.8788775510204081
2,1,9,7,0.5977358490566038
6,0,6,9,0.8521518987341773
3,0,5,1,0.6496875
8,1,8,8,0.96
2,0,6,9,0.6496875
1,0,4,2,0.42428571428571427
9,0,4,0,0.9225
3,1,5,1,0.6942857142857143
1,0,6,7,0.7132258064516129
7,1,6,9,0.868153846153846
5,0,8,5,0.8145569620253165
5,0,4,0,0.7971428571428572
1,1,7,8,0.7200000000000001
9,0,8,6,0.8979069767441861
7,0,8,9,0.8178260869565218
8,0,8,2,0.9326086956521739
9,0,5,6,0.9756521739130435
6,0,5,5,0.8545263157894737
5,0,8,2,0.7510344827586207
6,0,9,7,0.8503846153846155
2,1,7,0,0.7090540540540541
